Feature,Importance
S_Dur_V5,0.0043798545456590985
R_Dur_V6,0.0043432999929095455
Q_Area_V2,0.0043316222730543094
QRS_Balance_V1,0.004324161448368926
QRS_AmpPP_V6,0.004313521315148295
T_AxisFront_Global,0.004273670623837397
R_Amp_V3,0.004124387768589579
Q_PeakTime_V2,0.004112726674829494
Max_S_Amp_II,0.004025403229808241
Rp_PeakTime_V1,0.0039451504300064355
ST_AmpMax_I,0.0038999443686686874
S_Area_V2,0.0037818192739065806
Q_PeakTime_III,0.003663563906180379
S_Dur_V4,0.00365268160116763
S_Area_V1,0.003646645933725096
S_Amp_V2,0.0035720835361853606
QRS_Area_III,0.0035703235270828997
T_Dur_V6,0.0035304881899154423
R_Dur_I,0.003459006820638825
S_Amp_V1,0.0032280812449991176
R_PeakTime_V2,0.0032131470786525822
ST_Amp18_II,0.0031035192973260166
T_Dur_I,0.0030400959113211614
R_Area_V4,0.0030138987526991253
P_On_Global,0.0029959872964608015
T-_Dur_V6,0.0029727760605244807
S_Dur_V3,0.002899772907504906
Max_S_Amp_III,0.0028873319277741513
Q_PeakTime_II,0.0028081479416641347
T+_Dur_V4,0.0027328939470631073
T_Dur_II,0.0027259819072498275
S_Area_III,0.002654641690511084
ST_Amp116_I,0.002611546266854771
ST_Amp116_aVR,0.0025805395491374254
S_PeakTime_V2,0.002552196166903627
S_Amp_aVF,0.0025350563244175457
QRS_Area_V4,0.0025210291835461762
S_Area_V5,0.002518893108393691
T_DurFull_V6,0.0024244803552217124
R_Dur_V3,0.0024045659573508206
R_Amp_V4,0.002352802745914427
ST_Amp116_V1,0.002352441439017237
QRS_Area_aVL,0.0023504184392059368
R_Dur_aVL,0.002308171387953601
T_AmpSpecial_V3,0.002258983871933041
R_Area_aVL,0.0022475888932954546
R_Amp_aVF,0.0021954307524960407
ST_Amp18_aVL,0.002177975215493066
T-_Dur_I,0.0021729645991213744
S_Dur_aVF,0.002137325268863374
QRS_Balance_I,0.0021328166352643308
QRS_AmpPP_aVR,0.0021319292368672856
Q_Dur_aVR,0.0021213238727260096
QRS_Balance_III,0.002103516956675952
ST_AmpMin_V5,0.002101473711398294
T_AmpSpecial_aVF,0.002092636647114094
R_Area_aVF,0.0020871579179764068
T_Area_V3,0.0020798091074097735
ST_AmpMax_aVR,0.0020735769319596997
Max_R_Amp_V1,0.002048343342144619
QRS_Area_V2,0.0020430825617380774
Max_S_Amp_V1,0.0019968743852234573
S_PeakTime_aVF,0.0019669671721586207
R_Dur_V5,0.0019660496016556373
R_Area_I,0.0019604274803371085
T-_Amp_V6,0.0019303671909025103
QRS_AmpPP_II,0.0019301332684675309
Max_R_Amp_aVR,0.0019216423606000508
ST_Amp116_II,0.0019200281942083261
T_Area_aVL,0.0018555960491610476
T_DurFull_aVR,0.001838044548762954
R_PeakTime_aVL,0.0018229948852268821
T_Area_aVF,0.0017592779964481465
ST_Amp116_V4,0.0017251321820166581
R_Dur_aVR,0.0017128188063844695
QRS_AmpPP_V4,0.0016942296270569092
QRS_Balance_aVL,0.001693633485345781
R_Dur_aVF,0.0016877587133628652
